Scene,Sindex,Num,Noise_Rate,gamma,Jaccard,LIP,MLMSSM,best_argminC,best_avgConf
S2,1,10,0.8,0.6,0.2,0.023487899,0.976512101,-0.689390135,0.05770442
S2,1,10,0.8,0.7,0.285714286,0.023487899,0.976512101,0.618924767,0.049845301
S2,1,10,0.8,0.8,0.125,0.581820952,0.836358096,0.513255703,0.331548094
S2,1,10,0.8,0.9,0.125,0.581820952,0.836358096,0.513255703,0.397487194
S2,1,10,0.8,1,0.125,0.581820952,0.836358096,0.513255703,0.450238475
S2,1,20,0.8,0.2,0.2,0.023487899,0.976512101,-0.79209237,0.29242125
S2,1,20,0.8,0.3,0.2,0.023487899,0.976512101,-0.79209237,0.277752542
S2,1,20,0.8,0.4,0.2,0.023487899,0.976512101,-0.79209237,0.258194266
S2,1,20,0.8,0.5,0.2,0.023487899,0.976512101,-0.79209237,0.230812678
S2,1,20,0.8,0.6,0.2,0.023487899,0.976512101,-0.79209237,0.189740297
S2,1,20,0.8,0.7,0.1875,0.551455809,0.897088383,0.462812665,0.310056289
S2,1,20,0.8,0.8,0.1875,0.551455809,0.897088383,0.462812665,0.385681099
S2,1,20,0.8,0.9,0.1875,0.551455809,0.897088383,0.462812665,0.444500395
S2,1,20,0.8,1,0.1875,0.551455809,0.897088383,0.462812665,0.491555833
S2,1,40,0.8,0.2,0.2,0.023487899,0.976512101,-0.80266008,0.314731582
S2,1,40,0.8,0.3,0.2,0.023487899,0.976512101,-0.80266008,0.300008972
S2,1,40,0.8,0.4,0.2,0.023487899,0.976512101,-0.80266008,0.280378825
S2,1,40,0.8,0.5,0.2,0.023487899,0.976512101,-0.80266008,0.25289662
S2,1,40,0.8,0.6,0.2,0.023487899,0.976512101,-0.80266008,0.211673312
S2,1,40,0.8,0.7,0.2,0.023487899,0.976512101,-0.80266008,0.142967799
S2,1,40,0.8,0.8,0.2,0.674495966,0.976512101,0.617378927,0.090996662
S2,1,40,0.8,0.9,0.2,0.674495966,0.976512101,0.617378927,0.125177591
S2,1,40,0.8,1,0.2,0.674495966,0.976512101,0.617378927,0.152522334
S2,1,60,0.8,0.2,0.2,0.023487899,0.976512101,-0.698919887,0.199165857
S2,1,60,0.8,0.3,0.2,0.023487899,0.976512101,-0.698919887,0.181995944
S2,1,60,0.8,0.4,0.2,0.023487899,0.976512101,-0.698919887,0.159102726
S2,1,60,0.8,0.5,0.2,0.023487899,0.976512101,-0.698919887,0.127052221
S2,1,60,0.8,0.6,0.2,0.023487899,0.976512101,-0.698919887,0.078976463
S2,1,60,0.8,0.7,0.2,0.674495966,0.976512101,0.698658782,0.000611607
S2,1,60,0.8,0.8,0.2,0.511743949,0.976512101,0.655375445,0.061443152
S2,1,60,0.8,0.9,0.2,0.511743949,0.976512101,0.655375445,0.092380217
S2,1,60,0.8,1,0.2,0.511743949,0.976512101,0.655375445,0.117129869
S2,1,80,0.8,0.2,0.2,0.023487899,0.976512101,-0.715982927,0.266476801
S2,1,80,0.8,0.3,0.2,0.023487899,0.976512101,-0.715982927,0.24552263
S2,1,80,0.8,0.4,0.2,0.023487899,0.976512101,-0.715982927,0.217583736
S2,1,80,0.8,0.5,0.2,0.023487899,0.976512101,-0.715982927,0.178469283
S2,1,80,0.8,0.6,0.2,0.023487899,0.976512101,-0.715982927,0.119797605
S2,1,80,0.8,0.7,0.2,0.511743949,0.976512101,0.552392808,0.09223125
S2,1,80,0.8,0.8,0.2,0.511743949,0.976512101,0.552392808,0.135376064
S2,1,80,0.8,0.9,0.2,0.511743949,0.976512101,0.561965765,0.170601545
S2,1,80,0.8,1,0.2,0.511743949,0.976512101,0.561965765,0.198963236
S2,1,100,0.8,0.2,0.2,0.023487899,0.976512101,-0.711868057,0.248343612
S2,1,100,0.8,0.3,0.2,0.023487899,0.976512101,-0.711868057,0.228373139
S2,1,100,0.8,0.4,0.2,0.023487899,0.976512101,-0.711868057,0.201745843
S2,1,100,0.8,0.5,0.2,0.023487899,0.976512101,-0.711868057,0.164467629
S2,1,100,0.8,0.6,0.2,0.023487899,0.976512101,-0.711868057,0.108550307
S2,1,100,0.8,0.7,0.2,0.511743949,0.976512101,0.559616204,0.087224692
S2,1,100,0.8,0.8,0.2,0.511743949,0.976512101,0.559616204,0.130687998
S2,1,100,0.8,0.9,0.2,0.511743949,0.976512101,0.559616204,0.164492791
S2,1,100,0.8,1,0.2,0.511743949,0.976512101,0.559616204,0.191536626
S2,2,10,0,0.2,1,0,1,-0.797101842,0.664042292
S2,2,10,0,0.3,1,0,1,-0.797101842,0.631807313
S2,2,10,0,0.4,1,0,1,-0.797101842,0.58882734
S2,2,10,0,0.5,1,0,1,-0.797101842,0.52865538
S2,2,10,0,0.6,1,0,1,-0.797101842,0.438397438
S2,2,10,0,0.7,1,0,1,-0.797101842,0.287967536
S2,2,10,0,0.8,1,0.5,1,0.691619694,0.116952515
S2,2,10,0,0.9,1,0.5,1,0.68811305,0.232977549
S2,2,10,0,1,1,0.5,1,0.68811305,0.308638127
S2,2,20,0,0.2,0.95,0,1,-0.817674425,0.690960055
S2,2,20,0,0.3,0.95,0,1,-0.817674425,0.661823187
S2,2,20,0,0.4,0.95,0,1,-0.817674425,0.622974029
S2,2,20,0,0.5,0.95,0,1,-0.817674425,0.568585208
S2,2,20,0,0.6,0.95,0,1,-0.817674425,0.487001976
S2,2,20,0,0.7,1,0.5,1,0.565738574,0.13701563
S2,2,20,0,0.8,0.95,0.5,1,0.737155237,0.051056208
S2,2,20,0,0.9,1,0.5,1,0.565738574,0.265314294
S2,2,20,0,1,1,0.5,1,0.565738574,0.310218827
S2,2,40,0,0.2,1,0,1,-0.753899604,0.692374506
S2,2,40,0,0.3,1,0,1,-0.753899604,0.648428006
S2,2,40,0,0.4,1,0,1,-0.753899604,0.589832674
S2,2,40,0,0.5,1,0,1,-0.753899604,0.507799209
S2,2,40,0,0.6,1,0,1,-0.753899604,0.384749011
S2,2,40,0,0.7,1,0,1,-0.753899604,0.179665348
S2,2,40,0,0.8,1,0.5,1,0.697524708,0.12747028
S2,2,40,0,0.9,1,0.5,1,0.697524708,0.223876901
S2,2,40,0,1,1,0.5,1,0.697524708,0.301002198
S2,2,60,0,0.2,0.666666667,0,1,-0.801408231,0.210607195
S2,2,60,0,0.3,0.666666667,0,1,-0.801408231,0.200672214
S2,2,60,0,0.4,0.666666667,0,1,-0.801408231,0.187425573
S2,2,60,0,0.5,0.666666667,0,1,-0.801408231,0.168880275
S2,2,60,0,0.6,0.666666667,0,1,-0.801408231,0.141062328
S2,2,60,0,0.7,0.666666667,0,1,-0.801408231,0.094699084
S2,2,60,0,0.8,1,0.5,1,0.747758113,0.065056861
S2,2,60,0,0.9,1,0.5,1,0.747758113,0.168521721
S2,2,60,0,1,1,0.5,1,0.747758113,0.251293609
S2,2,80,0,0.2,0.65,0,1,-0.807189504,0.166823058
S2,2,80,0,0.3,0.65,0,1,-0.807189504,0.159255349
S2,2,80,0,0.4,0.65,0,1,-0.807189504,0.149165069
S2,2,80,0,0.5,0.65,0,1,-0.807189504,0.135038678
S2,2,80,0,0.6,0.65,0,1,-0.807189504,0.113849091
S2,2,80,0,0.7,0.65,0,1,-0.807189504,0.078533113
S2,2,80,0,0.8,1,0.5,1,0.754760489,0.048898162
S2,2,80,0,0.9,1,0.5,1,0.754760489,0.139542625
S2,2,80,0,1,1,0.5,1,0.754760489,0.212058195
S2,2,100,0,0.2,0.67,0,1,-0.817287736,0.169738366
S2,2,100,0,0.3,0.67,0,1,-0.817287736,0.16256105
S2,2,100,0,0.4,0.67,0,1,-0.817287736,0.152991297
S2,2,100,0,0.5,0.67,0,1,-0.817287736,0.139593641
S2,2,100,0,0.6,0.67,0,1,-0.817287736,0.119497158
S2,2,100,0,0.7,0.67,0,1,-0.817287736,0.08600302
S2,2,100,0,0.8,1,0.5,1,0.761644742,0.041408761
S2,2,100,0,0.9,1,0.5,1,0.815914369,0.060428951
S2,2,100,0,1,1,0.5,1,0.761644742,0.205864783
S2,2,10,0.2,0.2,0.75,0,1,-0.749413732,0.211289131
S2,2,10,0.2,0.3,0.75,0,1,-0.749413732,0.197522208
S2,2,10,0.2,0.4,0.75,0,1,-0.749413732,0.179166311
S2,2,10,0.2,0.5,0.75,0,1,-0.749413732,0.153468055
S2,2,10,0.2,0.6,0.75,0,1,-0.749413732,0.114920672
S2,2,10,0.2,0.7,0.75,0,1,-0.749413732,0.050675032
S2,2,10,0.2,0.8,0.777777778,0.5,1,0.704629707,0.082358036
S2,2,10,0.2,0.9,0.777777778,0.5,1,0.67563124,0.244846862
S2,2,10,0.2,1,0.777777778,0.5,1,0.67563124,0.318576461
S2,2,20,0.2,0.2,0.8125,0,1,-0.734885104,0.223904018
S2,2,20,0.2,0.3,0.8125,0,1,-0.734885104,0.208050068
S2,2,20,0.2,0.4,0.8125,0,1,-0.734885104,0.186911469
S2,2,20,0.2,0.5,0.8125,0,1,-0.734885104,0.157317429
S2,2,20,0.2,0.6,0.8125,0,1,-0.734885104,0.112926371
S2,2,20,0.2,0.7,0.8125,0,1,-0.734885104,0.038941273
S2,2,20,0.2,0.8,0.8,0.5,1,0.700460106,0.086124588
S2,2,20,0.2,0.9,0.8,0.5,1,0.657935987,0.268960015
S2,2,20,0.2,1,0.8,0.5,1,0.657935987,0.342064013
S2,2,40,0.2,0.2,0.65625,0,1,-0.823021439,0.183967445
S2,2,40,0.2,0.3,0.65625,0,1,-0.823021439,0.176501916
S2,2,40,0.2,0.4,0.65625,0,1,-0.823021439,0.166547876
S2,2,40,0.2,0.5,0.65625,0,1,-0.823021439,0.152612222
S2,2,40,0.2,0.6,0.65625,0,1,-0.823021439,0.13170874
S2,2,40,0.2,0.7,0.65625,0,1,-0.823021439,0.096869603
S2,2,40,0.2,0.8,0.65625,0,1,-0.823021439,0.02719133
