Scene,Index,P,Q,Jaccard,Precision,Recall,20,30,,,,,,,,,,
S2,4,"[0.2, 0.4]","[0, 1]",1.0,0.7867934421967723,0.7867934421967723
S2,4,"[0.4, 0.6]","[0, 1]",0.7,0.6190439206838455,0.6190439206838455
S2,4,"[0.6, 0.8]","[0, 1]",1.0,1.0,1.0
S2,4,"[0.8, 1.0]","[0, 1]",1.0,0.6190439206838455,0.6190439206838455
S2,5,"[0, 0.2]","[0, 1]",1.0,0.27195739667643354,0.27195739667643354
S2,5,"[0.2, 0.4]","[0, 1]",1.0,0.41438639244689923,0.41438639244689923
S2,5,"[0.4, 0.6]","[0, 1]",1.0,0.4675308018000523,0.4675308018000523
S2,5,"[0.6, 0.8]","[0, 1]",1.0,0.4675308018000523,0.4675308018000523
S2,5,"[0.8, 1.0]","[0, 1]",1.0,0.4675308018000523,0.4675308018000523
SamNum,10,min_support,0.7,gamma,0.8,avg_Recall,0.5895878164290194
S2,1,"[0, 0.2]","[0, 1]",1.0,0.5,1.0
S2,1,"[0.2, 0.4]","[0, 1]",1.0,1.0,1.0
S2,1,"[0.4, 0.6]","[0, 1]",1.0,0.5,1.0
S2,1,"[0.6, 0.8]","[0, 1]",1.0,1.0,1.0
S2,1,"[0.8, 1.0]","[0, 1]",1.0,0.5,1.0
S2,2,"[0, 0.2]","[0, 1]",0.5,0.22415542102303684,0.22415542102303684
S2,2,"[0.2, 0.4]","[0, 1]",0.3,0.32603649611279834,0.32603649611279834
S2,2,"[0.4, 0.6]","[0, 1]",0.5,0.32603649611279834,0.32603649611279834
S2,2,"[0.6, 0.8]","[0, 1]",1.0,1.0,1.0
S2,2,"[0.8, 1.0]","[0, 1]",0.625,0.1840407400410573,0.1840407400410573
S2,3,"[0, 0.2]","[0, 1]",0.4,0.2586955137099869,0.2586955137099869
S2,3,"[0.2, 0.4]","[0, 1]",1.0,0.41438639244689923,0.41438639244689923
S2,3,"[0.4, 0.6]","[0, 1]",1.0,0.41438639244689923,0.41438639244689923
S2,3,"[0.6, 0.8]","[0, 1]",1.0,1.0,1.0
S2,3,"[0.8, 1.0]","[0, 1]",1.0,1.0,1.0
S2,4,"[0, 0.2]","[0, 1]",1.0,0.2372271486617157,0.2372271486617157
S2,4,"[0.2, 0.4]","[0, 1]",0.7,0.7867934421967723,0.7867934421967723
S2,4,"[0.4, 0.6]","[0, 1]",0.9,0.7867934421967723,0.7867934421967723
S2,4,"[0.6, 0.8]","[0, 1]",1.0,1.0,1.0
S2,4,"[0.8, 1.0]","[0, 1]",1.0,0.39339672109838614,0.7867934421967723
S2,5,"[0, 0.2]","[0, 1]",1.0,0.21646030579922199,0.21646030579922199
S2,5,"[0.2, 0.4]","[0, 1]",1.0,0.3651767209042482,0.3651767209042482
S2,5,"[0.4, 0.6]","[0, 1]",1.0,0.20719319622344962,0.41438639244689923
S2,5,"[0.6, 0.8]","[0, 1]",1.0,0.41438639244689923,0.41438639244689923
S2,5,"[0.8, 1.0]","[0, 1]",0.9,0.29405926500752316,0.5881185300150463
SamNum,10,min_support,0.7,gamma,0.9,avg_Recall,0.629754930750313
S3,1,"[0, 0.2]","[0, 1]",1.0,0.23943579271153795,0.4788715854230759
S3,1,"[0.2, 0.4]","[0, 1]",1.0,0.2810632787484497,0.5621265574968994
S3,1,"[0.4, 0.6]","[0, 1]",1.0,0.30681674560063316,0.30681674560063316
S3,1,"[0.6, 0.8]","[0, 1]",1.0,0.2519731148847433,0.7559193446542298
S3,1,"[0.8, 1.0]","[0, 1]",1.0,0.7867934421967723,0.7867934421967723
S3,2,"[0, 0.2]","[0, 1]",1.0,0.09636982315659176,0.19273964631318352
S3,2,"[0.2, 0.4]","[0, 1]",0.9,0.23341765797597552,0.23341765797597552
S3,2,"[0.4, 0.6]","[0, 1]",0.9,0.1965847866068783,0.3931695732137566
S3,2,"[0.6, 0.8]","[0, 1]",1.0,0.4675308018000523,0.4675308018000523
S3,2,"[0.8, 1.0]","[0, 1]",1.0,0.5881185300150463,0.5881185300150463
S3,3,"[0, 0.2]","[0, 1]",1.0,3.7514157722241355e-05,3.7514157722241355e-05
S3,3,"[0.2, 0.4]","[0, 1]",1.0,0.2349868728369499,0.2349868728369499
S3,3,"[0.4, 0.6]","[0, 1]",1.0,0.22076260124851382,0.22076260124851382
S3,3,"[0.6, 0.8]","[0, 1]",1.0,0.17171608224515558,0.17171608224515558
S3,3,"[0.8, 1.0]","[0, 1]",1.0,1.0,1.0
S3,4,"[0, 0.2]","[0, 1]",1.0,0.054971871904054066,0.054971871904054066
S3,4,"[0.2, 0.4]","[0, 1]",1.0,0.08156037851970976,0.16312075703941953
S3,4,"[0.4, 0.6]","[0, 1]",1.0,0.30542066805953383,0.30542066805953383
S3,4,"[0.6, 0.8]","[0, 1]",1.0,0.23353372351934035,0.23353372351934035
S3,4,"[0.8, 1.0]","[0, 1]",1.0,1.0,1.0
S3,5,"[0, 0.2]","[0, 1]",1.0,0.29614891333427285,0.5922978266685457
S3,5,"[0.2, 0.4]","[0, 1]",1.0,0.6721133785296066,0.6721133785296066
S3,5,"[0.4, 0.6]","[0, 1]",0.9,0.6721133785296066,0.6721133785296066
S3,5,"[0.6, 0.8]","[0, 1]",1.0,1.0,1.0
S3,5,"[0.8, 1.0]","[0, 1]",1.0,0.5,1.0
S3,6,"[0, 0.2]","[0, 1]",0.0,0.0,0.0
S3,6,"[0.2, 0.4]","[0, 1]",1.0,0.11296755166612457,0.11296755166612457
S3,6,"[0.4, 0.6]","[0, 1]",1.0,0.41183533426753843,0.41183533426753843
S3,6,"[0.6, 0.8]","[0, 1]",1.0,0.41183533426753843,0.41183533426753843
S3,6,"[0.8, 1.0]","[0, 1]",1.0,0.41438639244689923,0.41438639244689923
S3,7,"[0, 0.2]","[0, 1]",1.0,0.39344173801617416,0.39344173801617416
S3,7,"[0.2, 0.4]","[0, 1]",1.0,0.3165511513019251,0.6331023026038503
S3,7,"[0.4, 0.6]","[0, 1]",1.0,0.3388054567002405,0.677610913400481
S3,7,"[0.6, 0.8]","[0, 1]",1.0,0.3235331845792167,0.6470663691584334
S3,7,"[0.8, 1.0]","[0, 1]",1.0,0.8231712539930442,0.8231712539930442
SamNum,10,min_support,0.7,gamma,0.9,avg_Recall,0.4746284499785187
S3,1,"[0, 0.2]","[0, 1]",1.0,0.17933872242115723,0.35867744484231445
S3,1,"[0.2, 0.4]","[0, 1]",1.0,0.20344886460798048,0.40689772921596096
S3,1,"[0.4, 0.6]","[0, 1]",1.0,0.31435713673468413,0.6287142734693683
S3,1,"[0.6, 0.8]","[0, 1]",1.0,0.20201602098890004,0.6060480629667001
S3,1,"[0.8, 1.0]","[0, 1]",1.0,0.7867934421967723,0.7867934421967723
S3,2,"[0, 0.2]","[0, 1]",0.9,0.11892641036790491,0.23785282073580982
S3,2,"[0.2, 0.4]","[0, 1]",0.8,0.23785282073580982,0.23785282073580982
S3,2,"[0.4, 0.6]","[0, 1]",1.0,0.16174909131921372,0.32349818263842745
S3,2,"[0.6, 0.8]","[0, 1]",1.0,0.23785282073580982,0.23785282073580982
S3,2,"[0.8, 1.0]","[0, 1]",1.0,0.3982106917869115,0.3982106917869115
S3,3,"[0, 0.2]","[0, 1]",1.0,0.040324879831463926,0.08064975966292785
S3,3,"[0.2, 0.4]","[0, 1]",1.0,0.2349868728369499,0.2349868728369499
S3,3,"[0.4, 0.6]","[0, 1]",1.0,0.22076260124851382,0.22076260124851382
S3,3,"[0.6, 0.8]","[0, 1]",1.0,0.20719319622344962,0.41438639244689923
S3,3,"[0.8, 1.0]","[0, 1]",1.0,1.0,1.0
S3,4,"[0, 0.2]","[0, 1]",1.0,0.054971871904054066,0.054971871904054066
S3,4,"[0.2, 0.4]","[0, 1]",1.0,0.2190121615042692,0.2190121615042692
S3,4,"[0.4, 0.6]","[0, 1]",1.0,0.11021776285502237,0.22043552571004474
S3,4,"[0.6, 0.8]","[0, 1]",1.0,0.23353372351934035,0.23353372351934035
S3,4,"[0.8, 1.0]","[0, 1]",1.0,1.0,1.0
S3,5,"[0, 0.2]","[0, 1]",1.0,0.29785699377652186,0.5957139875530437
S3,5,"[0.2, 0.4]","[0, 1]",1.0,0.5201313082450684,0.5201313082450684
S3,5,"[0.4, 0.6]","[0, 1]",0.9,0.6721133785296066,0.6721133785296066
S3,5,"[0.6, 0.8]","[0, 1]",1.0,1.0,1.0
S3,5,"[0.8, 1.0]","[0, 1]",1.0,1.0,1.0
S3,6,"[0, 0.2]","[0, 1]",0.0,0.0,0.0
S3,6,"[0.2, 0.4]","[0, 1]",1.0,0.1798481285760674,0.1798481285760674
S3,6,"[0.4, 0.6]","[0, 1]",1.0,0.44016176897120635,0.44016176897120635
S3,6,"[0.6, 0.8]","[0, 1]",1.0,0.2888485420108308,0.2888485420108308
S3,6,"[0.8, 1.0]","[0, 1]",1.0,0.41438639244689923,0.41438639244689923
S3,7,"[0, 0.2]","[0, 1]",1.0,0.14279604193946605,0.2855920838789321
S3,7,"[0.2, 0.4]","[0, 1]",1.0,0.3041820957961329,0.6083641915922658
S3,7,"[0.4, 0.6]","[0, 1]",1.0,0.2247198218818662,0.6741594656455986
S3,7,"[0.6, 0.8]","[0, 1]",1.0,0.3388054567002405,0.677610913400481
S3,7,"[0.8, 1.0]","[0, 1]",1.0,0.8231712539930442,0.8231712539930442
SamNum,10,min_support,0.7,gamma,0.9,avg_Recall,0.45946396037142634
