mu,10,gamma,0.7,min_support,0.3,,,
Scene,Sindex,Num,Noise_Rate,Jaccard,LIP,MLMSSM,best_argminC,best_avgConf
jac,LIP,MLMSSM,avgConf,cc,,,,
0.2,0.511743949,0.976512101,0.011435846,0.681638736,,,,
0.2,0.023487899,0.976512101,0.090707659,-0.770110048,,,,
0.204081633,0.561771698,0.876456603,0.04303974,0.571501618,,,,
0.2,0.511743949,0.976512101,0.049290156,0.615810455,,,,
S2,1,100,0.8,0.2,0.511743949,0.976512101,0.559616204,0.087224692
jac,LIP,MLMSSM,avgConf,cc,,,,
1,0,1,0.106073596,-0.731822079,,,,
1,0,1,0.153478155,-0.746043447,,,,
1,0,1,0.061497013,-0.718449104,,,,
1,0,1,0.044649748,-0.713394924,,,,
1,0,1,0.135602734,-0.74572486,,,,
1,0,1,0.189493472,-0.756848042,,,,
1,0,1,0.128217787,-0.738465336,,,,
1,0,1,0.097051997,-0.729115599,,,,
1,0,1,0.04443974,-0.713331922,,,,
1,0,1,0.087316314,-0.726194894,,,,
1,0.5,1,0.004110324,0.69666708,,,,
1,0.5,1,0.00970793,0.693132917,,,,
1,0.5,1,0.002392673,0.698307498,,,,
1,0,1,0.096854721,-0.732659139,,,,
1,0,1,0.114429516,-0.734328855,,,,
1,0,1,0.077898401,-0.72336952,,,,
1,0,1,0.022686462,-0.706805939,,,,
1,0,1,0.241859056,-0.781554193,,,,
1,0,1,0.061289824,-0.718386947,,,,
1,0,1,0.037513038,-0.711253911,,,,
1,0,1,0.115047476,-0.738793685,,,,
1,0,1,0.195588642,-0.765951939,,,,
1,0,1,0.097005486,-0.732709977,,,,
1,0,1,0.007566534,-0.70226996,,,,
1,0,1,0.037724098,-0.711317229,,,,
1,0,1,0.184196214,-0.762110445,,,,
1,0,1,0.123594935,-0.741675864,,,,
1,0,1,0.123739653,-0.741724663,,,,
1,0,1,0.022899565,-0.70686987,,,,
1,0,1,0.287967536,-0.797101842,,,,
1,0,1,0.115194224,-0.738843168,,,,
1,0,1,0.046044079,-0.715525934,,,,
1,0,1,0.223780362,-0.775458108,,,,
1,0,1,0.362032712,-0.822076411,,,,
1,0.023388195,0.976611805,0.217876704,-0.778323074,,,,
S2,2,10,0,1,0,1,-0.822076411,0.362032712
jac,LIP,MLMSSM,avgConf,cc,,,,
0.75,0,1,0.023019017,-0.71836203,,,,
0.75,0,1,0.033596757,-0.732760534,,,,
0.666666667,0.5,1,0.002049548,0.698311337,,,,
0.75,0,1,0.014197769,-0.704629707,,,,
0.777777778,0.5,1,0.034190863,0.67563124,,,,
0.75,0,1,0.017467421,-0.705695898,,,,
0.75,0,1,0.019611846,-0.716662003,,,,
0.75,0,1,0.033136967,-0.728152793,,,,
0.75,0,1,0.034867194,-0.729622775,,,,
0.777777778,0.5,1,0.007127605,0.692892175,,,,
S2,2,10,0.2,0.75,0,1,-0.732760534,0.033596757
jac,LIP,MLMSSM,avgConf,cc,,,,
1,0,1,0.25465964,-0.784886547,,,,
1,0,1,0.250781056,-0.783593685,,,,
1,0,1,0.209049234,-0.769683078,,,,
1,0,1,0.16732488,-0.762252405,,,,
1,0,1,0.169708645,-0.756569548,,,,
1,0,1,0.168394509,-0.756131503,,,,
1,0,1,0.206707001,-0.768902334,,,,
1,0,1,0.14090186,-0.746967287,,,,
1,0,1,0.167490071,-0.755830024,,,,
1,0,1,0.20016179,-0.766720597,,,,
1,0,1,0.239621464,-0.779873821,,,,
1,0,1,0.103133969,-0.73837049,,,,
1,0,1,0.130779736,-0.743593245,,,,
1,0,1,0.165870634,-0.755290211,,,,
1,0,1,0.203742973,-0.767914324,,,,
1,0,1,0.31735042,-0.805783473,,,,
1,0,1,0.130697549,-0.748625385,,,,
1,0,1,0.236745073,-0.778915024,,,,
1,0,1,0.286181665,-0.795393888,,,,
1,0,1,0.099621796,-0.737063803,,,,
1,0,1,0.133076547,-0.744358849,,,,
1,0,1,0.069794678,-0.725966769,,,,
1,0,1,0.138994249,-0.746331416,,,,
1,0,1,0.100882861,-0.737532976,,,,
1,0,1,0.103155261,-0.734385087,,,,
1,0,1,0.074785151,-0.724928384,,,,
1,0,1,0.072188356,-0.726857326,,,,
1,0,1,0.205425959,-0.776427725,,,,
1,0,1,0.20193189,-0.775127774,,,,
1,0,1,0.096747376,-0.735994389,,,,
1,0,1,0.0459274,-0.717087065,,,,
0.75,0.511694097,0.976611805,0.018169565,0.684290548,,,,
0.75,0.023388195,0.976611805,0.050383148,-0.719900373,,,,
S2,2,10,0.4,1,0,1,-0.805783473,0.31735042
jac,LIP,MLMSSM,avgConf,cc,,,,
0.444444444,0.511694097,0.976611805,0.007244263,0.692644815,,,,
0.5,0.674462732,0.976611805,0.00097171,0.697830999,,,,
0.5,0.023388195,0.976611805,0.00801529,0.683873175,,,,
0.5,0.023388195,0.976611805,0.008250873,0.683399181,,,,
0.571428571,0.511694097,0.976611805,0.04995264,0.59946113,,,,
0.571428571,0.511694097,0.976611805,0.056340415,0.586604558,,,,
0.666666667,0.511694097,0.976611805,0.049727654,0.585433385,,,,
0.5,0.511694097,0.976611805,0.002772282,0.693848221,,,,
0.571428571,0.511694097,0.976611805,0.057055873,0.585164568,,,,
S2,2,10,0.6,0.571428571,0.511694097,0.976611805,0.585164568,0.057055873
jac,LIP,MLMSSM,avgConf,cc,,,,
0.222222222,0.674462732,0.976611805,0.057650718,0.630871846,,,,
0.2,0.674462732,0.976611805,0.08948551,0.599748055,,,,
0.2,0.674462732,0.976611805,0.074153314,0.613138133,,,,
0.2,0.674462732,0.976611805,0.080249194,0.607957551,,,,
0.2,0.674462732,0.976611805,0.085507909,0.599837563,,,,
0.222222222,0.674462732,0.976611805,0.051285687,0.638504064,,,,
0.222222222,0.674462732,0.976611805,0.061399827,0.626789954,,,,
0.2,0.674462732,0.976611805,0.123509203,0.593199658,,,,
0.2,0.674462732,0.976611805,0.136932312,0.581592485,,,,
0.222222222,0.674462732,0.976611805,0.055062301,0.634346499,,,,
0.2,0.674462732,0.976611805,0.079540894,0.610106983,,,,
0.2,0.674462732,0.976611805,0.091269135,0.59685233,,,,
S2,2,10,0.8,0.2,0.674462732,0.976611805,0.581592485,0.136932312
jac,LIP,MLMSSM,avgConf,cc,,,,
1,0.5,1,0.108992477,0.594113207,,,,
0.8,0.5,1,0.059176503,0.632941504,,,,
1,0.5,1,0.061620505,0.633236015,,,,
1,0.5,1,0.069563517,0.626294975,,,,
0.8,0.5,1,0.066464837,0.626347084,,,,
0.75,0.5,1,0.007625564,0.69069866,,,,
1,0.5,1,0.115396351,0.580750766,,,,
1,0.5,1,0.199144262,0.559227859,,,,
1,0.5,1,0.124233747,0.575227981,,,,
0.95,0.5,1,0.121563213,0.606890415,,,,
1,0.5,1,0.098325855,0.60018028,,,,
1,0.5,1,0.083408949,0.608707089,,,,
1,0.5,1,0.115502151,0.581997842,,,,
1,0.5,1,0.083543979,0.608590825,,,,
1,0.5,1,0.090879966,0.60243576,,,,
0.95,0.5,1,0.057466494,0.634252035,,,,
0.95,0.5,1,0.056434499,0.634799605,,,,
1,0.5,1,0.090745397,0.602543591,,,,
0.75,0.5,1,0.024739901,0.669199754,,,,
0.75,0.5,1,0.02487628,0.669041102,,,,
1,0.5,1,0.086319137,0.608546383,,,,
1,0.5,1,0.086173522,0.608662534,,,,
1,0.5,1,0.115607655,0.581937721,,,,
0.95,0.5,1,0.057326015,0.63438309,,,,
0.75,0.5,1,0.025671095,0.668988652,,,,
0.75,0.5,1,0.030627365,0.662567428,,,,
1,0.5,1,0.123358567,0.580716638,,,,
0.75,0.5,1,0.025528674,0.669147163,,,,
0.95,0.5,1,0.060360615,0.63475235,,,,
0.95,0,1,0.223799118,-0.775023326,,,,
0.95,0,1,0.200333108,-0.767156905,,,,
0.95,0,1,0.271718658,-0.791087212,,,,
0.95,0,1,0.34371742,-0.815223082,,,,
0.95,0,1,0.345382861,-0.815781382,,,,
0.95,0.023388195,0.976611805,0.06420032,-0.72286398,,,,
0.95,0.023388195,0.976611805,0.06420032,-0.72286398,,,,
S2,2,20,0,1,0.5,1,0.559227859,0.199144262
jac,LIP,MLMSSM,avgConf,cc,,,,
0.8125,0,1,0.000513604,-0.700460106,,,,
0.8125,0,1,0.036942766,-0.733094765,,,,
0.8125,0,1,0.038941273,-0.734885104,,,,
0.8,0.5,1,0.022493505,0.678412453,,,,
0.8,0.5,1,0.060091447,0.657935987,,,,
0.8,0.5,1,0.024500845,0.67636636,,,,
1,0,1,0.011231418,-0.703546764,,,,
1,0,1,0.093662911,-0.729577761,,,,
1,0,1,0.01554396,-0.704908619,,,,
1,0,1,0.099171118,-0.731317195,,,,
0.8,0.5,1,0.025134364,0.682405945,,,,
1,0,1,0.006668583,-0.702105868,,,,
1,0,1,0.012154818,-0.703838364,,,,
1,0,1,0.012434586,-0.703926711,,,,
1,0,1,0.098296029,-0.731040851,,,,
1,0,1,0.018096898,-0.70571481,,,,
0.8,0.5,1,0.021412176,0.678270294,,,,
1,0,1,0.009298005,-0.702936212,,,,
1,0,1,0.092716613,-0.72927893,,,,
0.8,0.5,1,0.019378888,0.68036966,,,,
1,0,1,0.00608532,-0.70192168,,,,
S2,2,20,0.2,0.8125,0,1,-0.734885104,0.038941273
jac,LIP,MLMSSM,avgConf,cc,,,,
1,0,1,0.233629769,-0.77787659,,,,
1,0,1,0.303292705,-0.801097568,,,,
1,0,1,0.290965775,-0.796988592,,,,
1,0,1,0.176020843,-0.758673614,,,,
1,0,1,0.127718505,-0.742572835,,,,
1,0,1,0.157649099,-0.7525497,,,,
1,0,1,0.175964219,-0.75865474,,,,
1,0,1,0.171973255,-0.757324418,,,,
1,0,1,0.173576828,-0.757858943,,,,
1,0,1,0.174349219,-0.758116406,,,,
1,0,1,0.225618994,-0.775206331,,,,
1,0,1,0.129054917,-0.743018306,,,,
1,0,1,0.173635079,-0.75787836,,,,
1,0,1,0.21232288,-0.770774293,,,,
1,0,1,0.174405285,-0.758135095,,,,
1,0,1,0.227592149,-0.77586405,,,,
1,0,1,0.210217839,-0.770072613,,,,
1,0,1,0.157591576,-0.752530525,,,,
1,0,1,0.159248671,-0.75308289,,,,
1,0,1,0.129008095,-0.743002698,,,,
1,0,1,0.21910124,-0.773033747,,,,
1,0,1,0.155261057,-0.751753686,,,,
1,0,1,0.111356003,-0.737118668,,,,
1,0,1,0.171915589,-0.757305196,,,,
1,0,1,0.127672108,-0.742557369,,,,
1,0,1,0.155320251,-0.751773417,,,,
1,0,1,0.210144836,-0.770048279,,,,
1,0,1,0.22766386,-0.775887953,,,,
1,0,1,0.157026209,-0.75234207,,,,
1,0,1,0.109940368,-0.736646789,,,,
1,0,1,0.111308066,-0.737102689,,,,
1,0,1,0.109987864,-0.736662621,,,,
1,0,1,0.225548072,-0.775182691,,,,
1,0,1,0.159306776,-0.753102259,,,,
1,0,1,0.212249053,-0.770749684,,,,
1,0,1,0.156966407,-0.752322136,,,,
S2,2,20,0.4,1,0,1,-0.801097568,0.303292705
jac,LIP,MLMSSM,avgConf,cc,,,,
0.533333333,0.023388195,0.976611805,0.023985332,-0.708223543,,,,
0.533333333,0.023388195,0.976611805,0.027126935,-0.709300663,,,,
0.470588235,0.511694097,0.976611805,0.028870444,0.665816603,,,,
0.615384615,0.023388195,0.976611805,0.082504169,-0.732281307,,,,
0.444444444,0.511694097,0.976611805,0.011322288,0.686157192,,,,
0.615384615,0.023388195,0.976611805,0.026969337,-0.71055226,,,,
0.533333333,0.023388195,0.976611805,0.025797012,-0.70884469,,,,
0.444444444,0.511694097,0.976611805,0.039331462,0.651912731,,,,
0.444444444,0.511694097,0.976611805,0.041940564,0.650696419,,,,
0.533333333,0.023388195,0.976611805,0.022661928,-0.707769804,,,,
0.5,0.511694097,0.976611805,0.015941886,0.677090357,,,,
0.444444444,0.511694097,0.976611805,0.012744952,0.685017565,,,,
0.444444444,0.511694097,0.976611805,0.030397396,0.666077944,,,,
0.615384615,0.023388195,0.976611805,0.080682706,-0.731568626,,,,
0.444444444,0.511694097,0.976611805,0.047196648,0.647330774,,,,
0.444444444,0.511694097,0.976611805,0.072840304,0.618713668,,,,
0.533333333,0.511694097,0.976611805,0.014245179,0.681644971,,,,
0.615384615,0.023388195,0.976611805,0.024562145,-0.709610401,,,,
0.5,0.511694097,0.976611805,0.020309423,0.672935934,,,,
0.533333333,0.511694097,0.976611805,0.001761496,0.69768658,,,,
0.615384615,0.023388195,0.976611805,0.112616082,-0.744063159,,,,
0.615384615,0.5,1,0.04074582,0.650784585,,,,
0.615384615,0.023388195,0.976611805,0.112070046,-0.743849513,,,,
0.615384615,0.023388195,0.976611805,0.091744669,-0.735896827,,,,
S2,2,20,0.6,0.444444444,0.511694097,0.976611805,0.618713668,0.072840304
jac,LIP,MLMSSM,avgConf,cc,,,,
0.235294118,0.674462732,0.976611805,0.003102958,0.692133774,,,,
0.235294118,0.674462732,0.976611805,0.000648728,0.698304154,,,,
0.235294118,0.674462732,0.976611805,0.004442697,0.688737435,,,,
0.235294118,0.674462732,0.976611805,0.003606655,0.690903026,,,,
0.266666667,0.511694097,0.976611805,0.044883865,0.583478374,,,,
0.235294118,0.674462732,0.976611805,0.000944609,0.697552573,,,,
0.235294118,0.674462732,0.976611805,0.000151057,0.699598702,,,,
0.266666667,0.511694097,0.976611805,0.045543386,0.581766211,,,,
0.222222222,0.674462732,0.976611805,0.021604593,0.673125783,,,,
0.222222222,0.674462732,0.976611805,0.015683323,0.679778736,,,,
0.222222222,0.674462732,0.976611805,0.011958337,0.685085464,,,,
0.222222222,0.674462732,0.976611805,0.010819563,0.686572048,,,,
0.222222222,0.674462732,0.976611805,0.01353189,0.682273086,,,,
0.222222222,0.674462732,0.976611805,0.01185957,0.684499618,,,,
0.222222222,0.674462732,0.976611805,0.012414291,0.683696657,,,,
0.222222222,0.674462732,0.976611805,0.015864232,0.679656309,,,,
S2,2,20,0.8,0.266666667,0.511694097,0.976611805,0.581766211,0.045543386
jac,LIP,MLMSSM,avgConf,cc,,,,
1,0,1,0.079755855,-0.723926757,,,,
0.8,0,1,0.060986481,-0.753916474,,,,
1,0,1,0.178314162,-0.753494249,,,,
1,0,1,0.180552904,-0.754165871,,,,
1,0,1,0.010453286,-0.703135986,,,,
1,0.5,1,0.002241796,0.697804851,,,,
1,0,1,0.01218811,-0.703656433,,,,
1,0.5,1,0.001756953,0.698279605,,,,
0.8,0,1,0.031524729,-0.727870148,,,,
0.8,0,1,0.007435987,-0.706573952,,,,
1,0,1,0.09165605,-0.727496815,,,,
1,0,1,0.018721053,-0.705616316,,,,
1,0,1,0.091456715,-0.727437014,,,,
1,0,1,0.023084602,-0.706925381,,,,
0.8,0,1,0.030748699,-0.727184081,,,,
1,0,1,0.089170159,-0.726751048,,,,
1,0,1,0.093938034,-0.72818141,,,,
1,0,1,0.079569566,-0.72387087,,,,
1,0,1,0.000681843,-0.700204553,,,,
0.8,0,1,0.027405881,-0.724228787,,,,
1,0,1,0.021343349,-0.706403005,,,,
0.8,0,1,0.006844091,-0.706050673,,,,
0.8,0,1,0.026640501,-0.723552136,,,,
1,0,1,0.020464501,-0.70613935,,,,
1,0.5,1,0.000302308,0.699691041,,,,
1,0,1,0.07929532,-0.723788596,,,,
1,0,1,0.077040211,-0.723112063,,,,
1,0,1,0.081820274,-0.724546082,,,,
S2,2,40,0,1,0,1,-0.754165871,0.180552904
jac,LIP,MLMSSM,avgConf,cc,,,,
1,0,1,0.326257776,-0.803028771,,,,
0.65625,0,1,0.096869603,-0.823021439,,,,
0.71875,0,1,0.187179194,-0.823008825,,,,
1,0,1,0.293268405,-0.792611075,,,,
1,0,1,0.325807782,-0.802886668,,,,
1,0,1,0.294237613,-0.792917141,,,,
1,0,1,0.327158032,-0.803313063,,,,
0.65625,0,1,0.08640761,-0.809735027,,,,
0.65625,0,1,0.076825386,-0.797565895,,,,
0.71875,0,1,0.166361827,-0.809328245,,,,
0.65625,0,1,0.071218118,-0.790444836,,,,
0.65625,0,1,0.086091318,-0.809333346,,,,
0.71875,0,1,0.165661742,-0.808868169,,,,
1,0,1,0.270516278,-0.785426193,,,,
0.65625,0,1,0.081212162,-0.803136967,,,,
0.71875,0,1,0.148037271,-0.79728587,,,,
0.71875,0,1,0.166971122,-0.809728657,,,,
0.65625,0,1,0.080879045,-0.802713919,,,,
0.71875,0,1,0.148508549,-0.797595581,,,,
1,0,1,0.269508094,-0.785107819,,,,
0.71875,0,1,0.15692655,-0.803127651,,,,
S2,2,40,0.2,0.65625,0,1,-0.823021439,0.096869603
jac,LIP,MLMSSM,avgConf,cc,,,,
0.666666667,0.5,1,0.014547727,0.684705244,,,,
0.666666667,0.023388195,0.976611805,0.100783244,-0.731826288,,,,
0.666666667,0.023388195,0.976611805,0.071473753,-0.722570659,,,,
0.666666667,0.023388195,0.976611805,0.105156388,-0.73320728,,,,
0.666666667,0.023388195,0.976611805,0.068860066,-0.721745284,,,,
0.666666667,0.023388195,0.976611805,0.102931995,-0.732504841,,,,
0.666666667,0.5,1,0.012927809,0.686005026,,,,
0.666666667,0.023388195,0.976611805,0.054092168,-0.717081737,,,,
0.666666667,0.023388195,0.976611805,0.057362993,-0.718114629,,,,
0.666666667,0.5,1,0.030024489,0.66830878,,,,
0.666666667,0.5,1,0.000558703,0.699381149,,,,
0.666666667,0.023388195,0.976611805,0.023446825,-0.70740426,,,,
0.666666667,0.023388195,0.976611805,0.026591089,-0.708397186,,,,
0.666666667,0.5,1,0.01448065,0.684454605,,,,
0.666666667,0.5,1,0.052898639,0.646003424,,,,
0.666666667,0.5,1,0.012921004,0.685784802,,,,
0.666666667,0.5,1,0.029510852,0.669645611,,,,
0.666666667,0.023388195,0.976611805,0.082407676,-0.726023477,,,,
0.666666667,0.5,1,0.025254872,0.672784952,,,,
0.666666667,0.023388195,0.976611805,0.088016032,-0.727794536,,,,
0.666666667,0.023388195,0.976611805,0.085298817,-0.726936469,,,,
0.666666667,0.5,1,0.019039698,0.679345743,,,,
0.666666667,0.5,1,0.017979208,0.680521612,,,,
0.666666667,0.023388195,0.976611805,0.007622505,-0.702407107,,,,
0.666666667,0.023388195,0.976611805,0.085125876,-0.726881855,,,,
0.666666667,0.023388195,0.976611805,0.102995505,-0.732524896,,,,
0.666666667,0.023388195,0.976611805,0.037762377,-0.711924961,,,,
0.666666667,0.023388195,0.976611805,0.03474426,-0.710971872,,,,
0.666666667,0.023388195,0.976611805,0.011370641,-0.703590729,,,,
0.666666667,0.023388195,0.976611805,0.038140331,-0.712044315,,,,
0.666666667,0.023388195,0.976611805,0.04115153,-0.71299522,,,,
0.666666667,0.5,1,0.027067926,0.671214622,,,,
S2,2,40,0.4,0.666666667,0.023388195,0.976611805,-0.73320728,0.105156388
jac,LIP,MLMSSM,avgConf,cc,,,,
0.444444444,0.511694097,0.976611805,0.046720927,0.646965467,,,,
0.444444444,0.511694097,0.976611805,0.064023347,0.627974437,,,,
0.444444444,0.511694097,0.976611805,0.044665212,0.648248488,,,,
0.444444444,0.511694097,0.976611805,0.044207476,0.648832294,,,,
0.444444444,0.511694097,0.976611805,0.093793471,0.596936438,,,,
0.444444444,0.511694097,0.976611805,0.019410756,0.677869798,,,,
0.444444444,0.511694097,0.976611805,0.06314073,0.627943784,,,,
0.444444444,0.511694097,0.976611805,0.035971595,0.658808893,,,,
0.444444444,0.511694097,0.976611805,0.047067327,0.6449467,,,,
0.444444444,0.511694097,0.976611805,0.04509271,0.64721609,,,,
0.444444444,0.511694097,0.976611805,0.046576923,0.645571967,,,,
0.444444444,0.511694097,0.976611805,0.049000515,0.643673239,,,,
0.444444444,0.511694097,0.976611805,0.054054165,0.639017544,,,,
0.444444444,0.511694097,0.976611805,0.020885443,0.675908727,,,,
0.444444444,0.511694097,0.976611805,0.044611937,0.647828418,,,,
0.444444444,0.511694097,0.976611805,0.057220431,0.637051073,,,,
0.444444444,0.511694097,0.976611805,0.054564059,0.638371778,,,,
0.444444444,0.511694097,0.976611805,0.092931649,0.596258605,,,,
0.444444444,0.511694097,0.976611805,0.064260297,0.627867366,,,,
0.444444444,0.511694097,0.976611805,0.019683716,0.67693964,,,,
0.444444444,0.511694097,0.976611805,0.065095214,0.625774703,,,,
0.533333333,0.511694097,0.976611805,0.058131463,0.613788335,,,,
0.444444444,0.511694097,0.976611805,0.03546381,0.659890641,,,,
0.444444444,0.511694097,0.976611805,0.091103247,0.598217354,,,,
0.444444444,0.511694097,0.976611805,0.022756438,0.673770272,,,,
0.444444444,0.511694097,0.976611805,0.046979984,0.645950849,,,,
0.444444444,0.511694097,0.976611805,0.019351153,0.677348827,,,,
0.444444444,0.511694097,0.976611805,0.062577956,0.629704347,,,,
0.444444444,0.511694097,0.976611805,0.03777767,0.656773035,,,,
0.533333333,0.511694097,0.976611805,0.058584706,0.613116156,,,,
0.444444444,0.511694097,0.976611805,0.021176968,0.675228839,,,,
0.444444444,0.511694097,0.976611805,0.017860178,0.679285753,,,,
0.444444444,0.511694097,0.976611805,0.026420591,0.670042912,,,,
0.432432432,0.511694097,0.976611805,0.023296323,0.673121712,,,,
0.444444444,0.511694097,0.976611805,0.028350932,0.668540059,,,,
0.444444444,0.511694097,0.976611805,0.026773751,0.669611417,,,,
0.432432432,0.511694097,0.976611805,0.019924066,0.677260144,,,,
0.518518519,0.023388195,0.976611805,0.059877728,-0.722721163,,,,
S2,2,40,0.6,0.444444444,0.511694097,0.976611805,0.596258605,0.092931649
jac,LIP,MLMSSM,avgConf,cc,,,,
0.210526316,0.674462732,0.976611805,0.002436474,0.697680632,,,,
0.216216216,0.674462732,0.976611805,0.045494914,0.656171081,,,,
0.266666667,0.511694097,0.976611805,0.059223922,0.620273923,,,,
0.216216216,0.674462732,0.976611805,0.038624401,0.662114413,,,,
0.266666667,0.511694097,0.976611805,0.072820119,0.608637602,,,,
0.216216216,0.674462732,0.976611805,0.04969612,0.652780117,,,,
0.222222222,0.511694097,0.976611805,0.027270934,0.669502592,,,,
0.25,0.511694097,0.976611805,0.067710267,0.618118667,,,,
0.266666667,0.511694097,0.976611805,0.066009309,0.612737408,,,,
0.216216216,0.674462732,0.976611805,0.0314304,0.669751478,,,,
0.222222222,0.511694097,0.976611805,0.023297709,0.673945897,,,,
0.25,0.511694097,0.976611805,0.064158041,0.622414337,,,,
0.210526316,0.674462732,0.976611805,0.004213204,0.695984937,,,,
0.216216216,0.674462732,0.976611805,0.047745419,0.653958076,,,,
0.266666667,0.511694097,0.976611805,0.060952208,0.61783554,,,,
0.216216216,0.674462732,0.976611805,0.040763905,0.659985005,,,,
0.222222222,0.511694097,0.976611805,0.050860447,0.663424272,,,,
0.222222222,0.674462732,0.976611805,0.005648024,0.694228287,,,,
0.222222222,0.511694097,0.976611805,0.039630692,0.671500026,,,,
0.258064516,0.511694097,0.976611805,0.065591001,0.620836444,,,,
S2,2,40,0.8,0.266666667,0.511694097,0.976611805,0.608637602,0.072820119
jac,LIP,MLMSSM,avgConf,cc,,,,
0.683333333,0,1,0.065443228,-0.774618254,,,,
0.633333333,0,1,0.061705326,-0.801499064,,,,
0.633333333,0,1,0.072613576,-0.799772501,,,,
0.633333333,0,1,0.073028391,-0.800342466,,,,
0.633333333,0,1,0.073600595,-0.801128685,,,,
0.633333333,0,1,0.060880567,-0.800142419,,,,
0.683333333,0,1,0.064820939,-0.773908722,,,,
0.716666667,0,1,0.064156781,-0.755693886,,,,
0.716666667,0,1,0.056328746,-0.748898444,,,,
0.716666667,0,1,0.063797319,-0.75538184,,,,
0.716666667,0,1,0.061279533,-0.753196175,,,,
0.716666667,0,1,0.075060717,-0.765159488,,,,
0.716666667,0,1,0.057447005,-0.749869194,,,,
0.716666667,0,1,0.074608743,-0.764767134,,,,
0.716666667,0,1,0.072205108,-0.762680561,,,,
0.716666667,0,1,0.060951357,-0.752911288,,,,
0.65,0,1,0.060910201,-0.787126627,,,,
0.65,0,1,0.047244367,-0.767578867,,,,
0.65,0,1,0.068267647,-0.777519707,,,,
0.65,0,1,0.07565839,-0.78591209,,,,
0.65,0,1,0.051029775,-0.75794565,,,,
0.65,0,1,0.067661639,-0.776831569,,,,
0.65,0,1,0.060321727,-0.786284867,,,,
0.65,0,1,0.076224845,-0.786555314,,,,
0.65,0,1,0.059807217,-0.767912667,,,,
0.65,0,1,0.074566255,-0.784671942,,,,
0.633333333,0,1,0.074009368,-0.801690347,,,,
0.65,0,1,0.065249425,-0.774092436,,,,
0.65,0,1,0.07639836,-0.786752345,,,,
0.65,0,1,0.052077947,-0.774492873,,,,
0.65,0,1,0.05900274,-0.784398174,,,,
0.65,0,1,0.053989467,-0.777227133,,,,
0.65,0,1,0.067008987,-0.776090466,,,,
0.65,0,1,0.065866819,-0.774793503,,,,
0.65,0,1,0.073284508,-0.783216484,,,,
0.65,0,1,0.064629004,-0.773387932,,,,
0.65,0,1,0.058440489,-0.783593923,,,,
0.65,0,1,0.073862029,-0.783872275,,,,
0.716666667,0,1,0.071785007,-0.762315876,,,,
0.65,0,1,0.059175593,-0.767195441,,,,
0.65,0,1,0.040791733,-0.758348948,,,,
0.65,0,1,0.051699253,-0.75870586,,,,
0.65,0,1,0.065248304,-0.774091163,,,,
0.65,0,1,0.076961903,-0.787392263,,,,
0.65,0,1,0.053470099,-0.776484223,,,,
0.65,0,1,0.067617171,-0.776781074,,,,
0.65,0,1,0.051584103,-0.773786473,,,,
0.65,0,1,0.073991364,-0.784019137,,,,
0.716666667,0.023388195,0.976611805,0.011605083,-0.713243544,,,,
S2,2,60,0,0.633333333,0,1,-0.801690347,0.074009368
jac,LIP,MLMSSM,avgConf,cc,,,,
0.708333333,0,1,0.07638333,-0.796098662,,,,
0.666666667,0,1,0.077522733,-0.817690626,,,,
0.666666667,0,1,0.064977486,-0.818078945,,,,
0.666666667,0,1,0.065573528,-0.818566009,,,,
0.6875,0,1,0.060976189,-0.79631814,,,,
0.6875,0,1,0.060612169,-0.795743132,,,,
0.75,0,1,0.091041619,-0.78678429,,,,
0.75,0,1,0.089524277,-0.785337903,,,,
0.75,0,1,0.078464652,-0.774795453,,,,
0.75,0,1,0.092786968,-0.788448022,,,,
0.75,0,1,0.091582428,-0.787299809,,,,
0.6875,0,1,0.059620421,-0.794684584,,,,
0.6875,0,1,0.059928165,-0.794662678,,,,
0.6875,0,1,0.075126198,-0.794279237,,,,
